message_id,text,intent_label,sentiment,urgency_level,classification_confidence,channel,language,word_count,response_time_hours,is_resolved,csat_score,processed_text,sentiment_scores,sentiment_compound,sentiment_label
MSG-1207,GPS accuracy on my AirBuds Max is off by 25 meters.,technical_issue,negative,high,0.905,in_app,de,11,59.5,True,2.0,gps accuracy on my airbuds max be off by 25 meter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1208,Apply the promo code SAVE33 to my DroneFlyer Mini order.,request,neutral,high,0.866,live_chat,pt,10,0.2,False,,apply the promo code save33 to my droneflyer mini order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1209,The PowerBank Titan overheats when running CloudSync for more than 28 minutes.,technical_issue,negative,high,0.746,in_app,pt,12,9.7,False,,the powerbank titan overheat when run cloudsync for more than 28 minute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1210,What's the return policy for CloudCam 360 purchased 27 days ago?,inquiry,neutral,low,0.861,email,pt,11,37.5,False,,what s the return policy for cloudcam 360 purchase 27 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1211,What payment methods do you accept for TabletX 12?,inquiry,neutral,medium,0.872,in_app,fr,9,44.1,False,,what payment method do you accept for tabletx 12,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,Positive
MSG-1212,Can I upgrade my MusicStream plan to include SmartLock V2?,inquiry,neutral,medium,0.876,social_media,en,10,55.8,False,,can I upgrade my musicstream plan to include smartlock v2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1213,What's the return policy for E-Reader Glow purchased 51 days ago?,inquiry,neutral,low,0.932,in_app,fr,11,57.7,True,4.0,what s the return policy for ereader glow purchase 51 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1214,I'd like to cancel my TechCare Plus subscription effective immediately.,request,neutral,medium,0.78,email,en,10,5.9,True,5.0,I d like to cancel my techcare plus subscription effective immediately,"{'neg': 0.137, 'neu': 0.479, 'pos': 0.384, 'compound': 0.5574}",0.5574,Positive
MSG-1215,Apply the promo code SAVE46 to my VR Headset Plus order.,request,neutral,medium,0.723,phone,ar,11,61.3,True,4.0,apply the promo code save46 to my vr headset plus order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1216,Terrible customer experience. Waited 40 minutes on hold about my SmartLock V2.,complaint,negative,high,0.743,email,en,12,19.9,False,,terrible customer experience wait 40 minute on hold about my smartlock v2,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
MSG-1217,Your GamePass Pro app makes managing my TabletX 12 so easy.,feedback_positive,positive,low,0.967,social_media,de,11,25.1,True,5.0,your gamepass pro app make manage my tabletx 12 so easy,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.5777}",0.5777,Positive
MSG-1218,Is FitBand Ultra eligible for the current promotion?,inquiry,neutral,medium,0.871,in_app,en,8,36.3,True,3.0,be fitband ultra eligible for the current promotion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1219,My Portable Monitor battery drains in 17 hours even in standby mode.,technical_issue,negative,critical,0.925,phone,en,12,69.2,False,,my portable monitor battery drain in 17 hour even in standby mode,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1220,Apply the promo code SAVE8 to my Robot Vacuum X order.,request,neutral,medium,0.936,live_chat,en,11,29.8,True,3.0,apply the promo code save8 to my robot vacuum x order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1221,Switched to your CloudCam 360 from a competitor and couldn't be happier.,feedback_positive,positive,low,0.805,live_chat,ar,12,15.8,True,5.0,switch to your cloudcam 360 from a competitor and could not be happy,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.4168}",-0.4168,Negative
MSG-1222,Is the LaptopAir M3 available in Rose Gold?,inquiry,neutral,low,0.946,live_chat,en,8,25.7,True,3.0,be the laptopair m3 available in rose gold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1223,I ordered a DroneFlyer Mini in Silver but received it in the wrong color.,complaint,negative,high,0.962,social_media,ar,14,63.4,True,3.0,I order a droneflyer mini in silver but receive it in the wrong color,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1224,How do I track my CloudCam 360 order placed 49 days ago?,inquiry,neutral,low,0.974,phone,ar,12,2.4,True,5.0,how do I track my cloudcam 360 order place 49 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1225,What's the warranty period for the AirBuds Max?,inquiry,neutral,low,0.877,live_chat,fr,8,23.5,True,4.0,what s the warranty period for the airbuds max,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1226,My FitBand Ultra battery drains in 40 hours even in standby mode.,technical_issue,negative,high,0.833,phone,en,12,54.2,True,3.0,my fitband ultra battery drain in 40 hour even in standby mode,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1227,Been a loyal customer for 37 years. HomeHub Speaker quality never disappoints.,feedback_positive,positive,low,0.87,social_media,en,12,61.7,True,5.0,be a loyal customer for 37 year homehub speaker quality never disappoint,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6467}",0.6467,Positive
MSG-1228,How long does shipping take for the LaptopAir M3 to Dubai?,inquiry,neutral,low,0.932,in_app,es,11,21.7,True,5.0,how long do shipping take for the laptopair m3 to dubai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1229,I was charged $874.00 twice for the same SmartWatch Pro. Fix this immediately.,complaint,negative,high,0.817,social_media,en,13,40.4,True,2.0,I be charge 87400 twice for the same smartwatch pro fix this immediately,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
MSG-1230,The quality of AirBuds Max has gone downhill. Very disappointed.,complaint,negative,high,0.984,in_app,en,10,20.6,True,3.0,the quality of airbuds max have go downhill very disappointed,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
MSG-1231,I need an invoice for my Portable Monitor purchase of $308.00.,request,neutral,medium,0.834,live_chat,es,11,44.1,False,,I need an invoice for my portable monitor purchase of 30800,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1232,Your HomeHub Speaker broke after just 21 days of use. Totally unacceptable.,complaint,negative,high,0.96,phone,en,12,56.3,True,3.0,your homehub speaker break after just 21 day of use totally unacceptable,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1233,Bluetooth pairing fails between TabletX 12 and my other devices.,technical_issue,negative,critical,0.777,social_media,en,10,28.6,True,1.0,bluetooth pair fail between tabletx 12 and my other device,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
MSG-1234,Transfer my CloudSync subscription to a different email address.,request,neutral,high,0.743,in_app,en,9,67.1,False,,transfer my cloudsync subscription to a different email address,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1235,Switched to your FitBand Ultra from a competitor and couldn't be happier.,feedback_positive,positive,low,0.899,email,en,12,62.0,True,5.0,switch to your fitband ultra from a competitor and could not be happy,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.4168}",-0.4168,Negative
MSG-1236,I need an invoice for my Robot Vacuum X purchase of $470.00.,request,neutral,medium,0.843,in_app,pt,12,53.9,False,,I need an invoice for my robot vacuum x purchase of 47000,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1237,The CloudCam 360 microphone doesn't work during FitTrack AI calls.,technical_issue,negative,high,0.79,social_media,fr,10,21.9,True,3.0,the cloudcam 360 microphone do not work during fittrack ai call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1238,What payment methods do you accept for CloudCam 360?,inquiry,neutral,medium,0.935,email,fr,9,43.0,True,4.0,what payment method do you accept for cloudcam 360,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,Positive
MSG-1239,Can I upgrade my MusicStream plan to include Portable Monitor?,inquiry,neutral,medium,0.791,phone,en,10,30.5,True,4.0,can I upgrade my musicstream plan to include portable monitor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1240,The new Smart Thermostat update is fantastic. Love the improvements.,feedback_positive,positive,low,0.892,social_media,en,10,44.5,True,5.0,the new smart thermostat update be fantastic love the improvement,"{'neg': 0.0, 'neu': 0.319, 'pos': 0.681, 'compound': 0.9153}",0.9153,Positive
MSG-1241,Bluetooth pairing fails between FitBand Ultra and my other devices.,technical_issue,negative,high,0.793,email,en,10,51.5,True,2.0,bluetooth pair fail between fitband ultra and my other device,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
MSG-1242,I was charged $445.00 twice for the same SmartWatch Pro. Fix this immediately.,complaint,negative,medium,0.809,phone,en,13,60.8,True,1.0,I be charge 44500 twice for the same smartwatch pro fix this immediately,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
MSG-1243,Your MusicStream app makes managing my AirBuds Max so easy.,feedback_positive,positive,low,0.824,email,en,10,70.2,True,5.0,your musicstream app make manage my airbuds max so easy,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.5777}",0.5777,Positive
MSG-1244,The LaptopAir M3 I received is completely different from what was advertised.,complaint,negative,high,0.763,social_media,es,12,52.5,True,2.0,the laptopair m3 I receive be completely different from what be advertise,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1245,Please send me a replacement FitBand Ultra in Midnight Black.,request,neutral,medium,0.724,phone,es,10,57.2,True,5.0,please send I a replacement fitband ultra in midnight black,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,Positive
MSG-1246,Can you tell me if the SmartWatch Pro is compatible with GamePass Pro?,inquiry,neutral,low,0.855,live_chat,en,13,49.4,True,3.0,can you tell I if the smartwatch pro be compatible with gamepass pro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1247,Your StreamMax has been down for 51 hours and I can't access my account.,complaint,negative,high,0.933,social_media,de,14,54.5,False,,your streammax have be down for 51 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1248,Can you tell me if the E-Reader Glow is compatible with SecureNet VPN?,inquiry,neutral,medium,0.8,phone,de,13,50.2,True,4.0,can you tell I if the ereader glow be compatible with securenet vpn,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1249,PhotoCloud integration with PowerBank Titan stopped working yesterday.,technical_issue,negative,high,0.762,email,de,8,21.4,True,3.0,photocloud integration with powerbank titan stop work yesterday,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1250,Been a loyal customer for 47 years. SmartWatch Pro quality never disappoints.,feedback_positive,positive,low,0.807,in_app,en,12,4.7,True,5.0,be a loyal customer for 47 year smartwatch pro quality never disappoint,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6467}",0.6467,Positive
MSG-1251,How do I track my VR Headset Plus order placed 10 days ago?,inquiry,neutral,medium,0.746,social_media,en,13,47.5,True,4.0,how do I track my vr headset plus order place 10 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1252,Can you tell me if the FitBand Ultra is compatible with TechCare Plus?,inquiry,neutral,low,0.862,phone,ar,13,50.5,True,3.0,can you tell I if the fitband ultra be compatible with techcare plus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1253,Switched to your DroneFlyer Mini from a competitor and couldn't be happier.,feedback_positive,positive,low,0.936,email,ar,12,4.5,True,5.0,switch to your droneflyer mini from a competitor and could not be happy,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.4168}",-0.4168,Negative
MSG-1254,Absolutely love my new Robot Vacuum X! Best purchase I've made in 34 months.,feedback_positive,positive,low,0.746,live_chat,de,14,52.2,True,5.0,absolutely love my new robot vacuum x good purchase I ve make in 34 month,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.8746}",0.8746,Positive
MSG-1255,Is the SmartLock V2 available in Coral Red?,inquiry,neutral,low,0.921,in_app,fr,8,55.2,True,5.0,be the smartlock v2 available in coral red,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1256,Please refund the $531.00 charged for HomeHub Speaker order #96184.,request,neutral,medium,0.84,in_app,pt,10,25.4,True,4.0,please refund the 53100 charge for homehub speaker order 96184,"{'neg': 0.149, 'neu': 0.661, 'pos': 0.19, 'compound': 0.128}",0.128,Positive
MSG-1257,Your SecureNet VPN app makes managing my Smart Thermostat so easy.,feedback_positive,positive,low,0.97,phone,de,11,18.4,True,5.0,your securenet vpn app make manage my smart thermostat so easy,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.7089}",0.7089,Positive
MSG-1258,Delete my account and all associated CloudSync data.,request,neutral,high,0.986,email,en,8,15.5,True,3.0,delete my account and all associate cloudsync datum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1259,The new SmartLock V2 update is fantastic. Love the improvements.,feedback_positive,positive,low,0.762,phone,es,10,19.2,True,5.0,the new smartlock v2 update be fantastic love the improvement,"{'neg': 0.0, 'neu': 0.409, 'pos': 0.591, 'compound': 0.8779}",0.8779,Positive
MSG-1260,Do you offer a student discount on Smart Thermostat?,inquiry,neutral,low,0.934,email,es,9,12.5,True,4.0,do you offer a student discount on smart thermostat,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,Positive
MSG-1261,Terrible customer experience. Waited 59 minutes on hold about my TabletX 12.,complaint,negative,medium,0.955,phone,en,12,16.4,True,3.0,terrible customer experience wait 59 minute on hold about my tabletx 12,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
MSG-1262,I've contacted support 35 times about my SmartLock V2 issue with no resolution.,complaint,negative,high,0.734,live_chat,en,13,52.7,False,,I ve contact support 35 time about my smartlock v2 issue with no resolution,"{'neg': 0.138, 'neu': 0.692, 'pos': 0.17, 'compound': 0.128}",0.128,Positive
MSG-1263,Apply the promo code SAVE15 to my DroneFlyer Mini order.,request,neutral,medium,0.742,live_chat,es,10,41.2,True,5.0,apply the promo code save15 to my droneflyer mini order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1264,Your MusicStream team was incredibly helpful with my TabletX 12 setup.,feedback_positive,positive,low,0.852,in_app,en,11,47.0,True,5.0,your musicstream team be incredibly helpful with my tabletx 12 setup,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4754}",0.4754,Positive
MSG-1265,GPS accuracy on my E-Reader Glow is off by 16 meters.,technical_issue,negative,high,0.75,in_app,en,11,29.8,True,2.0,gps accuracy on my ereader glow be off by 16 meter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1266,What payment methods do you accept for PowerBank Titan?,inquiry,neutral,low,0.759,phone,pt,9,3.3,True,4.0,what payment method do you accept for powerbank titan,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,Positive
MSG-1267,The Smart Thermostat exceeded my expectations. Great value for $70.00.,feedback_positive,positive,low,0.813,social_media,en,10,57.9,True,5.0,the smart thermostat exceed my expectation great value for 7000,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.8481}",0.8481,Positive
MSG-1268,I need an invoice for my SmartWatch Pro purchase of $565.00.,request,neutral,medium,0.868,in_app,en,11,44.9,True,3.0,I need an invoice for my smartwatch pro purchase of 56500,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1269,Apply the promo code SAVE17 to my Portable Monitor order.,request,neutral,medium,0.734,in_app,en,10,47.2,True,3.0,apply the promo code save17 to my portable monitor order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1270,Please send me a replacement VR Headset Plus in Arctic White.,request,neutral,high,0.964,in_app,en,11,34.9,True,4.0,please send I a replacement vr headset plus in arctic white,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",0.3182,Positive
MSG-1271,How do I track my LaptopAir M3 order placed 3 days ago?,inquiry,neutral,medium,0.921,phone,fr,12,1.4,True,4.0,how do I track my laptopair m3 order place 3 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1272,Switched to your SmartLock V2 from a competitor and couldn't be happier.,feedback_positive,positive,low,0.761,social_media,en,12,64.6,True,5.0,switch to your smartlock v2 from a competitor and could not be happy,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.4168}",-0.4168,Negative
MSG-1273,The quality of SmartLock V2 has gone downhill. Very disappointed.,complaint,negative,medium,0.809,social_media,pt,10,39.1,True,2.0,the quality of smartlock v2 have go downhill very disappointed,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
MSG-1274,The VR Headset Plus microphone doesn't work during DataVault calls.,technical_issue,negative,high,0.968,live_chat,pt,10,22.9,True,2.0,the vr headset plus microphone do not work during datavault call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1275,The E-Reader Glow exceeded my expectations. Great value for $438.00.,feedback_positive,positive,low,0.93,social_media,en,10,7.8,True,5.0,the ereader glow exceed my expectation great value for 43800,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",0.7579,Positive
MSG-1276,Terrible customer experience. Waited 37 minutes on hold about my DroneFlyer Mini.,complaint,negative,high,0.817,live_chat,en,12,49.6,False,,terrible customer experience wait 37 minute on hold about my droneflyer mini,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
MSG-1277,How do I track my Robot Vacuum X order placed 46 days ago?,inquiry,neutral,medium,0.757,phone,ar,13,14.0,True,5.0,how do I track my robot vacuum x order place 46 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1278,I've contacted support 49 times about my TabletX 12 issue with no resolution.,complaint,negative,medium,0.906,in_app,ar,13,62.4,True,3.0,I ve contact support 49 time about my tabletx 12 issue with no resolution,"{'neg': 0.138, 'neu': 0.692, 'pos': 0.17, 'compound': 0.128}",0.128,Positive
MSG-1279,I'd like to cancel my SecureNet VPN subscription effective immediately.,request,neutral,medium,0.861,in_app,en,10,32.6,True,4.0,I d like to cancel my securenet vpn subscription effective immediately,"{'neg': 0.137, 'neu': 0.479, 'pos': 0.384, 'compound': 0.5574}",0.5574,Positive
MSG-1280,The TabletX 12 microphone doesn't work during CloudSync calls.,technical_issue,negative,high,0.959,phone,fr,9,55.7,True,3.0,the tabletx 12 microphone do not work during cloudsync call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1281,Can I upgrade my GamePass Pro plan to include CloudCam 360?,inquiry,neutral,low,0.915,phone,en,11,8.2,True,5.0,can I upgrade my gamepass pro plan to include cloudcam 360,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1282,I want to upgrade my LaptopAir M3 to the premium version.,request,neutral,medium,0.907,social_media,es,11,65.3,True,3.0,I want to upgrade my laptopair m3 to the premium version,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,Positive
MSG-1283,Your E-Reader Glow broke after just 6 days of use. Totally unacceptable.,complaint,negative,high,0.869,live_chat,fr,12,3.3,True,2.0,your ereader glow break after just 6 day of use totally unacceptable,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1284,Can't connect my HomeHub Speaker to WiFi after the latest firmware update.,technical_issue,negative,high,0.798,social_media,ar,12,13.1,True,2.0,can not connect my homehub speaker to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1285,Terrible customer experience. Waited 30 minutes on hold about my Smart Thermostat.,complaint,negative,high,0.784,in_app,ar,12,42.4,False,,terrible customer experience wait 30 minute on hold about my smart thermostat,"{'neg': 0.196, 'neu': 0.633, 'pos': 0.171, 'compound': -0.1027}",-0.1027,Negative
MSG-1286,Delete my account and all associated TechCare Plus data.,request,neutral,high,0.941,in_app,de,9,15.0,True,4.0,delete my account and all associate techcare plus datum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1287,Your StreamMax has been down for 43 hours and I can't access my account.,complaint,negative,medium,0.749,email,en,14,71.5,True,2.0,your streammax have be down for 43 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1288,GPS accuracy on my DroneFlyer Mini is off by 30 meters.,technical_issue,negative,high,0.807,email,en,11,64.6,True,3.0,gps accuracy on my droneflyer mini be off by 30 meter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1289,The CloudCam 360 app crashes every time I open PhotoCloud.,technical_issue,negative,critical,0.777,phone,de,10,15.1,True,1.0,the cloudcam 360 app crash every time I open photocloud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1290,The AirBuds Max microphone doesn't work during PhotoCloud calls.,technical_issue,negative,critical,0.862,social_media,en,9,71.6,True,2.0,the airbuds max microphone do not work during photocloud call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1291,GPS accuracy on my LaptopAir M3 is off by 32 meters.,technical_issue,negative,high,0.72,social_media,en,11,1.8,True,2.0,gps accuracy on my laptopair m3 be off by 32 meter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1292,The TabletX 12 overheats when running CloudSync for more than 23 minutes.,technical_issue,negative,critical,0.789,live_chat,en,12,5.0,True,3.0,the tabletx 12 overheat when run cloudsync for more than 23 minute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1293,CloudSync integration with Smart Thermostat stopped working yesterday.,technical_issue,negative,critical,0.979,in_app,pt,8,59.9,True,2.0,cloudsync integration with smart thermostat stop work yesterday,"{'neg': 0.179, 'neu': 0.566, 'pos': 0.255, 'compound': 0.2023}",0.2023,Positive
MSG-1294,Been a loyal customer for 42 years. Portable Monitor quality never disappoints.,feedback_positive,positive,low,0.962,phone,de,12,33.4,True,5.0,be a loyal customer for 42 year portable monitor quality never disappoint,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6467}",0.6467,Positive
MSG-1295,My CloudCam 360 stopped working after the latest GamePass Pro update.,complaint,negative,high,0.738,social_media,es,11,10.8,True,2.0,my cloudcam 360 stop work after the late gamepass pro update,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1296,Transfer my StreamMax subscription to a different email address.,request,neutral,medium,0.912,social_media,es,9,19.6,True,5.0,transfer my streammax subscription to a different email address,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1297,What payment methods do you accept for LaptopAir M3?,inquiry,neutral,medium,0.967,email,en,9,32.0,True,5.0,what payment method do you accept for laptopair m3,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,Positive
MSG-1298,Can't connect my FitBand Ultra to WiFi after the latest firmware update.,technical_issue,negative,high,0.942,live_chat,en,12,67.5,True,2.0,can not connect my fitband ultra to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1299,I ordered a TabletX 12 in Arctic White but received it in the wrong color.,complaint,negative,high,0.96,social_media,ar,15,7.5,True,1.0,I order a tabletx 12 in arctic white but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1300,My VR Headset Plus battery drains in 13 hours even in standby mode.,technical_issue,negative,critical,0.901,social_media,ar,13,19.7,True,2.0,my vr headset plus battery drain in 13 hour even in standby mode,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1301,I've been waiting 7 days for my DroneFlyer Mini and it still hasn't arrived.,complaint,negative,high,0.758,social_media,en,14,50.7,True,3.0,I ve be wait 7 day for my droneflyer mini and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1302,How long does shipping take for the AirBuds Max to Mumbai?,inquiry,neutral,low,0.847,live_chat,en,11,48.7,True,5.0,how long do shipping take for the airbuds max to mumbai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1303,Your TabletX 12 broke after just 46 days of use. Totally unacceptable.,complaint,negative,high,0.816,phone,pt,12,24.0,True,3.0,your tabletx 12 break after just 46 day of use totally unacceptable,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1304,I ordered a DroneFlyer Mini in Arctic White but received it in the wrong color.,complaint,negative,medium,0.847,social_media,ar,15,68.2,True,3.0,I order a droneflyer mini in arctic white but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1305,Fastest delivery ever! Got my TabletX 12 in just 51 days.,feedback_positive,positive,low,0.848,email,en,11,25.4,True,5.0,fast delivery ever get my tabletx 12 in just 51 day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
