message_id,text,intent_label,sentiment,urgency_level,classification_confidence,channel,language,word_count,response_time_hours,is_resolved,csat_score
MSG-1217,Your GamePass Pro app makes managing my TabletX 12 so easy.,feedback_positive,positive,low,0.967,social_media,de,11,25.1,True,5
MSG-1218,Is FitBand Ultra eligible for the current promotion?,inquiry,neutral,medium,0.871,in_app,en,8,36.3,True,3
MSG-1219,My Portable Monitor battery drains in 17 hours even in standby mode.,technical_issue,negative,critical,0.925,phone,en,12,69.2,False,
MSG-1220,Apply the promo code SAVE8 to my Robot Vacuum X order.,request,neutral,medium,0.936,live_chat,en,11,29.8,True,3
MSG-1221,Switched to your CloudCam 360 from a competitor and couldn't be happier.,feedback_positive,positive,low,0.805,live_chat,ar,12,15.8,True,5
MSG-1222,Is the LaptopAir M3 available in Rose Gold?,inquiry,neutral,low,0.946,live_chat,en,8,25.7,True,3
MSG-1223,I ordered a DroneFlyer Mini in Silver but received it in the wrong color.,complaint,negative,high,0.962,social_media,ar,14,63.4,True,3
MSG-1224,How do I track my CloudCam 360 order placed 49 days ago?,inquiry,neutral,low,0.974,phone,ar,12,2.4,True,5
MSG-1225,What's the warranty period for the AirBuds Max?,inquiry,neutral,low,0.877,live_chat,fr,8,23.5,True,4
MSG-1226,My FitBand Ultra battery drains in 40 hours even in standby mode.,technical_issue,negative,high,0.833,phone,en,12,54.2,True,3
MSG-1227,Been a loyal customer for 37 years. HomeHub Speaker quality never disappoints.,feedback_positive,positive,low,0.87,social_media,en,12,61.7,True,5
MSG-1228,How long does shipping take for the LaptopAir M3 to Dubai?,inquiry,neutral,low,0.932,in_app,es,11,21.7,True,5
MSG-1229,I was charged $874.00 twice for the same SmartWatch Pro. Fix this immediately.,complaint,negative,high,0.817,social_media,en,13,40.4,True,2
MSG-1230,The quality of AirBuds Max has gone downhill. Very disappointed.,complaint,negative,high,0.984,in_app,en,10,20.6,True,3
MSG-1231,I need an invoice for my Portable Monitor purchase of $308.00.,request,neutral,medium,0.834,live_chat,es,11,44.1,False,
MSG-1232,Your HomeHub Speaker broke after just 21 days of use. Totally unacceptable.,complaint,negative,high,0.96,phone,en,12,56.3,True,3
MSG-1233,Bluetooth pairing fails between TabletX 12 and my other devices.,technical_issue,negative,critical,0.777,social_media,en,10,28.6,True,1
MSG-1234,Transfer my CloudSync subscription to a different email address.,request,neutral,high,0.743,in_app,en,9,67.1,False,
MSG-1235,Switched to your FitBand Ultra from a competitor and couldn't be happier.,feedback_positive,positive,low,0.899,email,en,12,62.0,True,5
MSG-1236,I need an invoice for my Robot Vacuum X purchase of $470.00.,request,neutral,medium,0.843,in_app,pt,12,53.9,False,
MSG-1237,The CloudCam 360 microphone doesn't work during FitTrack AI calls.,technical_issue,negative,high,0.79,social_media,fr,10,21.9,True,3
MSG-1238,What payment methods do you accept for CloudCam 360?,inquiry,neutral,medium,0.935,email,fr,9,43.0,True,4
MSG-1239,Can I upgrade my MusicStream plan to include Portable Monitor?,inquiry,neutral,medium,0.791,phone,en,10,30.5,True,4
MSG-1240,The new Smart Thermostat update is fantastic. Love the improvements.,feedback_positive,positive,low,0.892,social_media,en,10,44.5,True,5
MSG-1241,Bluetooth pairing fails between FitBand Ultra and my other devices.,technical_issue,negative,high,0.793,email,en,10,51.5,True,2
MSG-1242,I was charged $445.00 twice for the same SmartWatch Pro. Fix this immediately.,complaint,negative,medium,0.809,phone,en,13,60.8,True,1
MSG-1243,Your MusicStream app makes managing my AirBuds Max so easy.,feedback_positive,positive,low,0.824,email,en,10,70.2,True,5
MSG-1244,The LaptopAir M3 I received is completely different from what was advertised.,complaint,negative,high,0.763,social_media,es,12,52.5,True,2
MSG-1245,Please send me a replacement FitBand Ultra in Midnight Black.,request,neutral,medium,0.724,phone,es,10,57.2,True,5
MSG-1246,Can you tell me if the SmartWatch Pro is compatible with GamePass Pro?,inquiry,neutral,low,0.855,live_chat,en,13,49.4,True,3
MSG-1247,Your StreamMax has been down for 51 hours and I can't access my account.,complaint,negative,high,0.933,social_media,de,14,54.5,False,
MSG-1248,Can you tell me if the E-Reader Glow is compatible with SecureNet VPN?,inquiry,neutral,medium,0.8,phone,de,13,50.2,True,4
MSG-1249,PhotoCloud integration with PowerBank Titan stopped working yesterday.,technical_issue,negative,high,0.762,email,de,8,21.4,True,3
MSG-1250,Been a loyal customer for 47 years. SmartWatch Pro quality never disappoints.,feedback_positive,positive,low,0.807,in_app,en,12,4.7,True,5
MSG-1251,How do I track my VR Headset Plus order placed 10 days ago?,inquiry,neutral,medium,0.746,social_media,en,13,47.5,True,4
MSG-1252,Can you tell me if the FitBand Ultra is compatible with TechCare Plus?,inquiry,neutral,low,0.862,phone,ar,13,50.5,True,3
MSG-1253,Switched to your DroneFlyer Mini from a competitor and couldn't be happier.,feedback_positive,positive,low,0.936,email,ar,12,4.5,True,5
MSG-1254,Absolutely love my new Robot Vacuum X! Best purchase I've made in 34 months.,feedback_positive,positive,low,0.746,live_chat,de,14,52.2,True,5
MSG-1255,Is the SmartLock V2 available in Coral Red?,inquiry,neutral,low,0.921,in_app,fr,8,55.2,True,5
MSG-1256,Please refund the $531.00 charged for HomeHub Speaker order #96184.,request,neutral,medium,0.84,in_app,pt,10,25.4,True,4
MSG-1257,Your SecureNet VPN app makes managing my Smart Thermostat so easy.,feedback_positive,positive,low,0.97,phone,de,11,18.4,True,5
MSG-1258,Delete my account and all associated CloudSync data.,request,neutral,high,0.986,email,en,8,15.5,True,3
MSG-1259,The new SmartLock V2 update is fantastic. Love the improvements.,feedback_positive,positive,low,0.762,phone,es,10,19.2,True,5
MSG-1260,Do you offer a student discount on Smart Thermostat?,inquiry,neutral,low,0.934,email,es,9,12.5,True,4
MSG-1261,Terrible customer experience. Waited 59 minutes on hold about my TabletX 12.,complaint,negative,medium,0.955,phone,en,12,16.4,True,3
MSG-1262,I've contacted support 35 times about my SmartLock V2 issue with no resolution.,complaint,negative,high,0.734,live_chat,en,13,52.7,False,
MSG-1263,Apply the promo code SAVE15 to my DroneFlyer Mini order.,request,neutral,medium,0.742,live_chat,es,10,41.2,True,5
MSG-1264,Your MusicStream team was incredibly helpful with my TabletX 12 setup.,feedback_positive,positive,low,0.852,in_app,en,11,47.0,True,5
MSG-1265,GPS accuracy on my E-Reader Glow is off by 16 meters.,technical_issue,negative,high,0.75,in_app,en,11,29.8,True,2
MSG-1266,What payment methods do you accept for PowerBank Titan?,inquiry,neutral,low,0.759,phone,pt,9,3.3,True,4
MSG-1267,The Smart Thermostat exceeded my expectations. Great value for $70.00.,feedback_positive,positive,low,0.813,social_media,en,10,57.9,True,5
MSG-1268,I need an invoice for my SmartWatch Pro purchase of $565.00.,request,neutral,medium,0.868,in_app,en,11,44.9,True,3
MSG-1269,Apply the promo code SAVE17 to my Portable Monitor order.,request,neutral,medium,0.734,in_app,en,10,47.2,True,3
MSG-1270,Please send me a replacement VR Headset Plus in Arctic White.,request,neutral,high,0.964,in_app,en,11,34.9,True,4
MSG-1271,How do I track my LaptopAir M3 order placed 3 days ago?,inquiry,neutral,medium,0.921,phone,fr,12,1.4,True,4
MSG-1272,Switched to your SmartLock V2 from a competitor and couldn't be happier.,feedback_positive,positive,low,0.761,social_media,en,12,64.6,True,5
MSG-1273,The quality of SmartLock V2 has gone downhill. Very disappointed.,complaint,negative,medium,0.809,social_media,pt,10,39.1,True,2
MSG-1274,The VR Headset Plus microphone doesn't work during DataVault calls.,technical_issue,negative,high,0.968,live_chat,pt,10,22.9,True,2
MSG-1275,The E-Reader Glow exceeded my expectations. Great value for $438.00.,feedback_positive,positive,low,0.93,social_media,en,10,7.8,True,5
MSG-1276,Terrible customer experience. Waited 37 minutes on hold about my DroneFlyer Mini.,complaint,negative,high,0.817,live_chat,en,12,49.6,False,
MSG-1277,How do I track my Robot Vacuum X order placed 46 days ago?,inquiry,neutral,medium,0.757,phone,ar,13,14.0,True,5
MSG-1278,I've contacted support 49 times about my TabletX 12 issue with no resolution.,complaint,negative,medium,0.906,in_app,ar,13,62.4,True,3
MSG-1279,I'd like to cancel my SecureNet VPN subscription effective immediately.,request,neutral,medium,0.861,in_app,en,10,32.6,True,4
MSG-1280,The TabletX 12 microphone doesn't work during CloudSync calls.,technical_issue,negative,high,0.959,phone,fr,9,55.7,True,3
MSG-1281,Can I upgrade my GamePass Pro plan to include CloudCam 360?,inquiry,neutral,low,0.915,phone,en,11,8.2,True,5
MSG-1282,I want to upgrade my LaptopAir M3 to the premium version.,request,neutral,medium,0.907,social_media,es,11,65.3,True,3
MSG-1283,Your E-Reader Glow broke after just 6 days of use. Totally unacceptable.,complaint,negative,high,0.869,live_chat,fr,12,3.3,True,2
MSG-1284,Can't connect my HomeHub Speaker to WiFi after the latest firmware update.,technical_issue,negative,high,0.798,social_media,ar,12,13.1,True,2
MSG-1285,Terrible customer experience. Waited 30 minutes on hold about my Smart Thermostat.,complaint,negative,high,0.784,in_app,ar,12,42.4,False,
MSG-1286,Delete my account and all associated TechCare Plus data.,request,neutral,high,0.941,in_app,de,9,15.0,True,4
MSG-1287,Your StreamMax has been down for 43 hours and I can't access my account.,complaint,negative,medium,0.749,email,en,14,71.5,True,2
MSG-1288,GPS accuracy on my DroneFlyer Mini is off by 30 meters.,technical_issue,negative,high,0.807,email,en,11,64.6,True,3
MSG-1289,The CloudCam 360 app crashes every time I open PhotoCloud.,technical_issue,negative,critical,0.777,phone,de,10,15.1,True,1
MSG-1290,The AirBuds Max microphone doesn't work during PhotoCloud calls.,technical_issue,negative,critical,0.862,social_media,en,9,71.6,True,2
MSG-1291,GPS accuracy on my LaptopAir M3 is off by 32 meters.,technical_issue,negative,high,0.72,social_media,en,11,1.8,True,2
MSG-1292,The TabletX 12 overheats when running CloudSync for more than 23 minutes.,technical_issue,negative,critical,0.789,live_chat,en,12,5.0,True,3
MSG-1293,CloudSync integration with Smart Thermostat stopped working yesterday.,technical_issue,negative,critical,0.979,in_app,pt,8,59.9,True,2
MSG-1294,Been a loyal customer for 42 years. Portable Monitor quality never disappoints.,feedback_positive,positive,low,0.962,phone,de,12,33.4,True,5
MSG-1295,My CloudCam 360 stopped working after the latest GamePass Pro update.,complaint,negative,high,0.738,social_media,es,11,10.8,True,2
MSG-1296,Transfer my StreamMax subscription to a different email address.,request,neutral,medium,0.912,social_media,es,9,19.6,True,5
MSG-1297,What payment methods do you accept for LaptopAir M3?,inquiry,neutral,medium,0.967,email,en,9,32.0,True,5
MSG-1298,Can't connect my FitBand Ultra to WiFi after the latest firmware update.,technical_issue,negative,high,0.942,live_chat,en,12,67.5,True,2
MSG-1299,I ordered a TabletX 12 in Arctic White but received it in the wrong color.,complaint,negative,high,0.96,social_media,ar,15,7.5,True,1
MSG-1300,My VR Headset Plus battery drains in 13 hours even in standby mode.,technical_issue,negative,critical,0.901,social_media,ar,13,19.7,True,2
MSG-1301,I've been waiting 7 days for my DroneFlyer Mini and it still hasn't arrived.,complaint,negative,high,0.758,social_media,en,14,50.7,True,3
MSG-1302,How long does shipping take for the AirBuds Max to Mumbai?,inquiry,neutral,low,0.847,live_chat,en,11,48.7,True,5
MSG-1303,Your TabletX 12 broke after just 46 days of use. Totally unacceptable.,complaint,negative,high,0.816,phone,pt,12,24.0,True,3
MSG-1304,I ordered a DroneFlyer Mini in Arctic White but received it in the wrong color.,complaint,negative,medium,0.847,social_media,ar,15,68.2,True,3
MSG-1305,Fastest delivery ever! Got my TabletX 12 in just 51 days.,feedback_positive,positive,low,0.848,email,en,11,25.4,True,5
MSG-1306,Do you offer a student discount on Smart Thermostat?,inquiry,neutral,medium,0.87,email,es,9,5.2,True,5
MSG-1307,Apply the promo code SAVE16 to my TabletX 12 order.,request,neutral,high,0.776,email,es,10,50.0,False,
MSG-1308,Apply the promo code SAVE45 to my Smart Thermostat order.,request,neutral,medium,0.946,email,pt,10,8.3,False,
MSG-1309,The new AirBuds Max update is fantastic. Love the improvements.,feedback_positive,positive,low,0.928,email,pt,10,27.3,True,5
MSG-1310,Your FitBand Ultra broke after just 58 days of use. Totally unacceptable.,complaint,negative,high,0.863,live_chat,ar,12,28.1,False,
MSG-1311,Is the VR Headset Plus available in Space Gray?,inquiry,neutral,low,0.877,social_media,en,9,44.1,False,
MSG-1312,Do you offer a student discount on SmartWatch Pro?,inquiry,neutral,low,0.784,social_media,en,9,50.6,False,
MSG-1313,Your SecureNet VPN app makes managing my TabletX 12 so easy.,feedback_positive,positive,low,0.824,live_chat,de,11,66.6,True,5
MSG-1314,Do you offer a student discount on Robot Vacuum X?,inquiry,neutral,low,0.983,phone,fr,10,9.9,True,5
MSG-1315,Apply the promo code SAVE12 to my Portable Monitor order.,request,neutral,medium,0.816,phone,fr,10,13.5,True,5
MSG-1316,How do I track my CloudCam 360 order placed 37 days ago?,inquiry,neutral,low,0.751,phone,es,12,34.7,True,4
MSG-1317,My LaptopAir M3 battery drains in 34 hours even in standby mode.,technical_issue,negative,high,0.905,phone,en,12,38.9,True,3
MSG-1318,Your CloudSync has been down for 30 hours and I can't access my account.,complaint,negative,high,0.815,social_media,fr,14,70.4,True,2
MSG-1319,Can you tell me if the E-Reader Glow is compatible with GamePass Pro?,inquiry,neutral,low,0.766,phone,pt,13,3.8,True,3
MSG-1320,Been a loyal customer for 5 years. AirBuds Max quality never disappoints.,feedback_positive,positive,low,0.794,in_app,en,12,18.6,True,4
MSG-1321,Can't connect my Portable Monitor to WiFi after the latest firmware update.,technical_issue,negative,high,0.769,live_chat,ar,12,38.0,True,2
MSG-1322,I was charged $437.00 twice for the same DroneFlyer Mini. Fix this immediately.,complaint,negative,high,0.777,phone,en,13,52.9,True,1
MSG-1323,Your StreamMax team was incredibly helpful with my SmartWatch Pro setup.,feedback_positive,positive,low,0.823,in_app,en,11,50.8,True,5
MSG-1324,The SmartLock V2 exceeded my expectations. Great value for $964.00.,feedback_positive,positive,low,0.904,social_media,de,10,3.0,True,5
MSG-1325,Apply the promo code SAVE18 to my Portable Monitor order.,request,neutral,medium,0.844,in_app,fr,10,48.7,True,4
MSG-1326,StreamMax integration with VR Headset Plus stopped working yesterday.,technical_issue,negative,high,0.862,phone,en,9,49.4,True,2
MSG-1327,The Midnight Black FitBand Ultra looks even better in person. Highly recommend.,feedback_positive,positive,low,0.892,live_chat,pt,12,51.0,True,4
MSG-1328,Terrible customer experience. Waited 52 minutes on hold about my HomeHub Speaker.,complaint,negative,medium,0.898,social_media,ar,12,5.5,False,
MSG-1329,Your FitTrack AI app makes managing my E-Reader Glow so easy.,feedback_positive,positive,low,0.81,phone,fr,11,4.4,True,5
MSG-1330,What's the warranty period for the AirBuds Max?,inquiry,neutral,medium,0.866,email,en,8,31.1,True,5
MSG-1331,Your TechCare Plus team was incredibly helpful with my SmartWatch Pro setup.,feedback_positive,positive,low,0.896,phone,en,12,0.2,True,4
MSG-1332,Please send me a replacement HomeHub Speaker in Sunset Orange.,request,neutral,high,0.948,phone,fr,10,56.2,True,4
MSG-1333,The quality of E-Reader Glow has gone downhill. Very disappointed.,complaint,negative,high,0.735,social_media,fr,10,71.8,True,2
MSG-1334,PhotoCloud integration with AirBuds Max stopped working yesterday.,technical_issue,negative,high,0.801,phone,en,8,28.1,True,2
MSG-1335,Please refund the $51.00 charged for Portable Monitor order #13324.,request,neutral,medium,0.852,in_app,en,10,4.6,True,5
MSG-1336,Bluetooth pairing fails between SmartWatch Pro and my other devices.,technical_issue,negative,high,0.844,live_chat,de,10,48.9,True,3
MSG-1337,What's the return policy for SmartWatch Pro purchased 42 days ago?,inquiry,neutral,low,0.724,live_chat,en,11,45.6,True,3
MSG-1338,Apply the promo code SAVE53 to my HomeHub Speaker order.,request,neutral,high,0.78,in_app,pt,10,57.9,False,
MSG-1339,Your TechCare Plus app makes managing my PowerBank Titan so easy.,feedback_positive,positive,low,0.811,in_app,en,11,8.8,True,5
MSG-1340,I need to change the shipping address for my E-Reader Glow order.,request,neutral,medium,0.934,live_chat,en,12,45.6,False,
MSG-1341,Can you tell me if the Portable Monitor is compatible with PhotoCloud?,inquiry,neutral,low,0.832,in_app,en,12,58.2,False,
MSG-1342,Is the HomeHub Speaker available in Silver?,inquiry,neutral,low,0.769,email,pt,7,36.0,True,4
MSG-1343,Your MusicStream app makes managing my SmartWatch Pro so easy.,feedback_positive,positive,low,0.857,social_media,de,10,33.5,True,5
MSG-1344,Absolutely love my new FitBand Ultra! Best purchase I've made in 44 months.,feedback_positive,positive,low,0.735,live_chat,en,13,26.3,True,5
MSG-1345,Please send me a replacement PowerBank Titan in Lavender Purple.,request,neutral,medium,0.851,live_chat,en,10,8.4,True,5
MSG-1346,GPS accuracy on my PowerBank Titan is off by 48 meters.,technical_issue,negative,high,0.746,social_media,en,11,53.1,True,3
MSG-1347,What's the return policy for LaptopAir M3 purchased 4 days ago?,inquiry,neutral,low,0.768,in_app,ar,11,27.0,False,
MSG-1348,What payment methods do you accept for CloudCam 360?,inquiry,neutral,medium,0.95,live_chat,en,9,33.1,True,4
MSG-1349,Do you offer a student discount on DroneFlyer Mini?,inquiry,neutral,low,0.951,email,fr,9,35.3,True,5
MSG-1350,Please send me a replacement SmartWatch Pro in Rose Gold.,request,neutral,medium,0.967,in_app,en,10,64.7,False,
MSG-1351,I've been waiting 28 days for my LaptopAir M3 and it still hasn't arrived.,complaint,negative,high,0.854,email,ar,14,6.1,True,3
MSG-1352,How long does shipping take for the PowerBank Titan to New York?,inquiry,neutral,low,0.91,social_media,en,12,61.8,True,5
MSG-1353,I need to change the shipping address for my Robot Vacuum X order.,request,neutral,high,0.824,email,en,13,49.8,True,4
MSG-1354,Please send me a replacement E-Reader Glow in Silver.,request,neutral,medium,0.919,in_app,es,9,4.0,True,3
MSG-1355,The quality of PowerBank Titan has gone downhill. Very disappointed.,complaint,negative,high,0.871,in_app,en,10,55.7,True,2
MSG-1356,How do I track my AirBuds Max order placed 56 days ago?,inquiry,neutral,medium,0.856,social_media,en,12,30.5,True,3
MSG-1357,Fastest delivery ever! Got my LaptopAir M3 in just 34 days.,feedback_positive,positive,low,0.963,in_app,de,11,32.6,True,5
MSG-1358,The Portable Monitor I received is completely different from what was advertised.,complaint,negative,high,0.795,email,en,12,50.2,False,
MSG-1359,Is the SmartLock V2 available in Space Gray?,inquiry,neutral,medium,0.84,social_media,fr,8,46.5,True,4
MSG-1360,I've been waiting 42 days for my Robot Vacuum X and it still hasn't arrived.,complaint,negative,medium,0.88,social_media,ar,15,50.2,False,
MSG-1361,Please send me a replacement DroneFlyer Mini in Space Gray.,request,neutral,high,0.928,social_media,en,10,3.5,True,4
MSG-1362,I need to change the shipping address for my DroneFlyer Mini order.,request,neutral,medium,0.752,live_chat,en,12,71.6,True,5
MSG-1363,Fastest delivery ever! Got my HomeHub Speaker in just 46 days.,feedback_positive,positive,low,0.866,social_media,ar,11,11.8,True,5
MSG-1364,I've been waiting 30 days for my TabletX 12 and it still hasn't arrived.,complaint,negative,high,0.809,in_app,de,14,50.8,False,
MSG-1365,Great customer support experience regarding my VR Headset Plus. Issue resolved in 47 minutes.,feedback_positive,positive,low,0.963,email,ar,14,10.1,True,4
MSG-1366,Absolutely love my new TabletX 12! Best purchase I've made in 29 months.,feedback_positive,positive,low,0.878,in_app,en,13,16.1,True,5
MSG-1367,Can you tell me if the AirBuds Max is compatible with MusicStream?,inquiry,neutral,medium,0.806,live_chat,ar,12,43.6,True,4
MSG-1368,I need to change the shipping address for my E-Reader Glow order.,request,neutral,high,0.984,social_media,en,12,63.0,True,4
MSG-1369,Delete my account and all associated PhotoCloud data.,request,neutral,medium,0.743,in_app,pt,8,15.0,False,
MSG-1370,GamePass Pro integration with AirBuds Max stopped working yesterday.,technical_issue,negative,high,0.87,phone,en,9,51.2,True,2
MSG-1371,Can I upgrade my MusicStream plan to include CloudCam 360?,inquiry,neutral,medium,0.92,phone,de,10,16.2,True,4
MSG-1372,The Arctic White VR Headset Plus looks even better in person. Highly recommend.,feedback_positive,positive,low,0.728,phone,en,13,55.1,True,5
MSG-1373,Terrible customer experience. Waited 31 minutes on hold about my E-Reader Glow.,complaint,negative,high,0.821,phone,en,12,52.8,True,2
MSG-1374,Is SmartWatch Pro eligible for the current promotion?,inquiry,neutral,low,0.818,email,en,8,45.8,True,3
MSG-1375,The Silver SmartLock V2 looks even better in person. Highly recommend.,feedback_positive,positive,low,0.807,live_chat,de,11,22.8,True,5
MSG-1376,Fastest delivery ever! Got my AirBuds Max in just 23 days.,feedback_positive,positive,low,0.821,in_app,en,11,35.0,True,5
MSG-1377,What's the return policy for FitBand Ultra purchased 15 days ago?,inquiry,neutral,low,0.912,in_app,de,11,50.6,True,5
MSG-1378,Please refund the $371.00 charged for AirBuds Max order #57522.,request,neutral,medium,0.861,phone,pt,10,69.9,True,4
MSG-1379,Your FitBand Ultra broke after just 45 days of use. Totally unacceptable.,complaint,negative,high,0.835,live_chat,en,12,55.0,True,1
MSG-1380,I ordered a Smart Thermostat in Midnight Black but received it in the wrong color.,complaint,negative,high,0.847,in_app,en,15,65.4,True,1
MSG-1381,Absolutely love my new Smart Thermostat! Best purchase I've made in 59 months.,feedback_positive,positive,low,0.728,live_chat,es,13,10.6,True,5
MSG-1382,StreamMax integration with PowerBank Titan stopped working yesterday.,technical_issue,negative,critical,0.747,in_app,en,8,41.7,True,3
MSG-1383,Is the CloudCam 360 available in Silver?,inquiry,neutral,low,0.908,phone,es,7,13.4,True,4
MSG-1384,Your DataVault app makes managing my TabletX 12 so easy.,feedback_positive,positive,low,0.86,phone,en,10,35.7,True,5
MSG-1385,The new E-Reader Glow update is fantastic. Love the improvements.,feedback_positive,positive,low,0.919,phone,pt,10,49.5,True,5
MSG-1386,How do I track my TabletX 12 order placed 13 days ago?,inquiry,neutral,low,0.723,social_media,en,12,48.6,True,5
MSG-1387,Transfer my TechCare Plus subscription to a different email address.,request,neutral,medium,0.818,live_chat,en,10,14.4,True,5
MSG-1388,The Robot Vacuum X I received is completely different from what was advertised.,complaint,negative,medium,0.848,phone,es,13,43.5,False,
MSG-1389,Transfer my StreamMax subscription to a different email address.,request,neutral,high,0.728,live_chat,en,9,53.1,True,5
MSG-1390,I was charged $325.00 twice for the same TabletX 12. Fix this immediately.,complaint,negative,high,0.927,email,de,13,57.1,True,2
MSG-1391,I need an invoice for my SmartLock V2 purchase of $843.00.,request,neutral,medium,0.958,email,fr,11,8.7,False,
MSG-1392,Your PhotoCloud app makes managing my LaptopAir M3 so easy.,feedback_positive,positive,low,0.836,live_chat,ar,10,22.6,True,5
MSG-1393,Please refund the $567.00 charged for DroneFlyer Mini order #71580.,request,neutral,high,0.857,in_app,en,10,28.2,False,
MSG-1394,The DroneFlyer Mini overheats when running FitTrack AI for more than 21 minutes.,technical_issue,negative,high,0.814,live_chat,es,13,53.5,True,2
MSG-1395,Please refund the $374.00 charged for TabletX 12 order #96670.,request,neutral,medium,0.895,live_chat,en,10,42.7,True,4
MSG-1396,Your CloudSync has been down for 21 hours and I can't access my account.,complaint,negative,medium,0.963,in_app,de,14,19.3,False,
MSG-1397,I'm getting error code E22809 when trying to use PowerBank Titan.,technical_issue,negative,high,0.811,email,en,11,36.2,True,2
MSG-1398,My PowerBank Titan battery drains in 32 hours even in standby mode.,technical_issue,negative,high,0.733,social_media,en,12,71.7,False,
MSG-1399,Is E-Reader Glow eligible for the current promotion?,inquiry,neutral,low,0.848,in_app,de,8,15.2,True,4
MSG-1400,My TabletX 12 battery drains in 13 hours even in standby mode.,technical_issue,negative,critical,0.901,in_app,ar,12,39.5,True,3
MSG-1401,Is LaptopAir M3 eligible for the current promotion?,inquiry,neutral,medium,0.861,in_app,en,8,26.3,True,4
MSG-1402,Do you offer a student discount on Robot Vacuum X?,inquiry,neutral,low,0.942,phone,en,10,46.6,True,4
MSG-1403,Can you escalate my AirBuds Max complaint to a manager?,request,neutral,high,0.834,in_app,fr,10,65.2,True,4
MSG-1404,The SmartWatch Pro exceeded my expectations. Great value for $578.00.,feedback_positive,positive,low,0.735,phone,en,10,64.6,True,5
MSG-1405,My Robot Vacuum X battery drains in 58 hours even in standby mode.,technical_issue,negative,critical,0.75,live_chat,en,13,52.9,True,3
MSG-1406,The CloudCam 360 microphone doesn't work during PhotoCloud calls.,technical_issue,negative,high,0.938,in_app,fr,9,53.6,False,
MSG-1407,How long does shipping take for the AirBuds Max to Toronto?,inquiry,neutral,low,0.864,email,ar,11,50.4,True,4
MSG-1408,The LaptopAir M3 overheats when running DataVault for more than 57 minutes.,technical_issue,negative,high,0.726,social_media,en,12,69.6,True,1
MSG-1409,Do you offer a student discount on SmartLock V2?,inquiry,neutral,low,0.952,in_app,en,9,28.0,False,
MSG-1410,The Space Gray AirBuds Max looks even better in person. Highly recommend.,feedback_positive,positive,low,0.933,social_media,fr,12,19.8,True,4
MSG-1411,I need an invoice for my E-Reader Glow purchase of $447.00.,request,neutral,medium,0.738,social_media,de,11,30.4,True,5
MSG-1412,I've been waiting 51 days for my VR Headset Plus and it still hasn't arrived.,complaint,negative,medium,0.805,live_chat,en,15,6.0,True,2
MSG-1413,Can't connect my Robot Vacuum X to WiFi after the latest firmware update.,technical_issue,negative,high,0.767,live_chat,en,13,42.7,True,2
MSG-1414,What's the return policy for TabletX 12 purchased 26 days ago?,inquiry,neutral,low,0.969,email,en,11,46.6,True,3
MSG-1415,Can you escalate my CloudCam 360 complaint to a manager?,request,neutral,high,0.979,live_chat,en,10,12.3,True,3
MSG-1416,The Smart Thermostat overheats when running PhotoCloud for more than 8 minutes.,technical_issue,negative,high,0.823,social_media,ar,12,31.1,True,3
MSG-1417,Do you offer a student discount on E-Reader Glow?,inquiry,neutral,medium,0.887,social_media,en,9,65.3,True,5
MSG-1418,I've been waiting 45 days for my LaptopAir M3 and it still hasn't arrived.,complaint,negative,high,0.789,phone,pt,14,7.0,True,1
MSG-1419,Switched to your LaptopAir M3 from a competitor and couldn't be happier.,feedback_positive,positive,low,0.887,social_media,de,12,21.9,True,5
MSG-1420,The Portable Monitor exceeded my expectations. Great value for $198.00.,feedback_positive,positive,low,0.957,phone,es,10,9.6,True,5
MSG-1421,The HomeHub Speaker overheats when running SmartHome Hub for more than 21 minutes.,technical_issue,negative,high,0.796,social_media,fr,13,63.2,True,3
MSG-1422,Your StreamMax app makes managing my Portable Monitor so easy.,feedback_positive,positive,low,0.771,phone,en,10,4.0,True,5
MSG-1423,I ordered a CloudCam 360 in Lavender Purple but received it in the wrong color.,complaint,negative,medium,0.851,social_media,de,15,35.5,True,1
MSG-1424,Your SmartHome Hub team was incredibly helpful with my FitBand Ultra setup.,feedback_positive,positive,low,0.878,in_app,en,12,70.0,True,5
MSG-1425,Please refund the $351.00 charged for FitBand Ultra order #47261.,request,neutral,medium,0.821,email,fr,10,66.9,True,4
MSG-1426,Can you tell me if the AirBuds Max is compatible with PhotoCloud?,inquiry,neutral,low,0.982,email,es,12,47.3,False,
MSG-1427,Great customer support experience regarding my HomeHub Speaker. Issue resolved in 52 minutes.,feedback_positive,positive,low,0.977,email,de,13,27.5,True,5
MSG-1428,The FitBand Ultra exceeded my expectations. Great value for $887.00.,feedback_positive,positive,low,0.895,phone,en,10,68.7,True,5
MSG-1429,I've contacted support 58 times about my LaptopAir M3 issue with no resolution.,complaint,negative,medium,0.858,email,es,13,35.3,False,
MSG-1430,Please send me a replacement DroneFlyer Mini in Sunset Orange.,request,neutral,medium,0.89,live_chat,fr,10,6.8,True,5
MSG-1431,How long does shipping take for the Portable Monitor to Mumbai?,inquiry,neutral,medium,0.741,phone,fr,11,57.7,True,4
MSG-1432,Do you offer a student discount on Robot Vacuum X?,inquiry,neutral,low,0.859,email,en,10,36.8,False,
MSG-1433,I ordered a VR Headset Plus in Space Gray but received it in the wrong color.,complaint,negative,high,0.92,email,en,16,33.4,True,3
